flagged,separator_row,side,bar_height_frac,region_mean,region_bright_frac,excluded_as_known_false_positive,file
False,,,0.0,,,False,000107.npy
False,,,0.0,,,False,000108.npy
False,,,0.0,,,False,000109.npy
False,,,0.0,,,False,000110.npy
False,,,0.0,,,False,000111.npy
False,,,0.0,,,False,000112.npy
False,,,0.0,,,False,000113.npy
False,,,0.0,,,False,000114.npy
False,,,0.0,,,False,000115.npy
False,,,0.0,,,False,000116.npy
False,,,0.0,,,False,000117.npy
False,,,0.0,,,False,000118.npy
False,,,0.0,,,False,000119.npy
False,,,0.0,,,False,000120.npy
False,,,0.0,,,False,000121.npy
False,,,0.0,,,False,000122.npy
False,,,0.0,,,False,000123.npy
False,,,0.0,,,False,000124.npy
False,,,0.0,,,False,000125.npy
False,,,0.0,,,False,000126.npy
False,,,0.0,,,False,000127.npy
False,,,0.0,,,False,000128.npy
False,,,0.0,,,False,000129.npy
False,,,0.0,,,False,000130.npy
False,,,0.0,,,False,000131.npy
False,,,0.0,,,False,000132.npy
False,,,0.0,,,False,000133.npy
False,,,0.0,,,False,000134.npy
False,,,0.0,,,False,000135.npy
False,,,0.0,,,False,000136.npy
False,,,0.0,,,False,000137.npy
False,,,0.0,,,False,000138.npy
False,,,0.0,,,False,000139.npy
False,,,0.0,,,False,000140.npy
False,,,0.0,,,False,000141.npy
False,,,0.0,,,False,000142.npy
False,,,0.0,,,False,000143.npy
False,,,0.0,,,False,000144.npy
False,,,0.0,,,False,000145.npy
False,,,0.0,,,False,000146.npy
False,,,0.0,,,False,000147.npy
False,,,0.0,,,False,000148.npy
False,,,0.0,,,False,000149.npy
False,,,0.0,,,False,000150.npy
False,,,0.0,,,False,000151.npy
False,,,0.0,,,False,000152.npy
False,,,0.0,,,False,000153.npy
False,,,0.0,,,False,000154.npy
False,,,0.0,,,False,000155.npy
False,,,0.0,,,False,000156.npy
False,,,0.0,,,False,000157.npy
False,,,0.0,,,False,000158.npy
False,,,0.0,,,False,000159.npy
False,,,0.0,,,False,000160.npy
False,,,0.0,,,False,000161.npy
False,,,0.0,,,False,000162.npy
False,,,0.0,,,False,000163.npy
False,,,0.0,,,False,000164.npy
False,,,0.0,,,False,000165.npy
False,,,0.0,,,False,000166.npy
False,,,0.0,,,False,000167.npy
False,,,0.0,,,False,000168.npy
False,,,0.0,,,False,000169.npy
False,,,0.0,,,False,000170.npy
False,,,0.0,,,False,000171.npy
False,,,0.0,,,False,000172.npy
False,,,0.0,,,False,000173.npy
False,,,0.0,,,False,000174.npy
False,,,0.0,,,False,000175.npy
False,,,0.0,,,False,000176.npy
False,,,0.0,,,False,000177.npy
False,,,0.0,,,False,000178.npy
False,,,0.0,,,False,000179.npy
False,,,0.0,,,False,000180.npy
False,,,0.0,,,False,000181.npy
False,,,0.0,,,False,000182.npy
False,,,0.0,,,False,000183.npy
False,,,0.0,,,False,000184.npy
False,,,0.0,,,False,000185.npy
False,,,0.0,,,False,000186.npy
False,,,0.0,,,False,000187.npy
False,,,0.0,,,False,000188.npy
False,,,0.0,,,False,000189.npy
False,,,0.0,,,False,000190.npy
False,,,0.0,,,False,000191.npy
False,,,0.0,,,False,000192.npy
False,,,0.0,,,False,000193.npy
False,,,0.0,,,False,000194.npy
False,,,0.0,,,False,000195.npy
False,,,0.0,,,False,000196.npy
False,,,0.0,,,False,000197.npy
False,,,0.0,,,False,000198.npy
False,,,0.0,,,False,000199.npy
False,,,0.0,,,False,000200.npy
False,,,0.0,,,False,000201.npy
False,,,0.0,,,False,000202.npy
False,,,0.0,,,False,000203.npy
False,,,0.0,,,False,000204.npy
False,,,0.0,,,False,000205.npy
False,,,0.0,,,False,000206.npy
False,,,0.0,,,False,000207.npy
False,,,0.0,,,False,000208.npy
False,,,0.0,,,False,000209.npy
False,,,0.0,,,False,000210.npy
False,,,0.0,,,False,000211.npy
False,,,0.0,,,False,000212.npy
False,,,0.0,,,False,000213.npy
False,,,0.0,,,False,000214.npy
False,,,0.0,,,False,000215.npy
False,,,0.0,,,False,000216.npy
False,,,0.0,,,False,000217.npy
False,,,0.0,,,False,000218.npy
False,,,0.0,,,False,000219.npy
False,,,0.0,,,False,000220.npy
False,,,0.0,,,False,000221.npy
False,,,0.0,,,False,000222.npy
False,,,0.0,,,False,000223.npy
False,,,0.0,,,False,000224.npy
False,,,0.0,,,False,000225.npy
False,,,0.0,,,False,000226.npy
False,,,0.0,,,False,000227.npy
False,,,0.0,,,False,000228.npy
False,,,0.0,,,False,000229.npy
False,,,0.0,,,False,000230.npy
False,,,0.0,,,False,000231.npy
False,,,0.0,,,False,000232.npy
False,,,0.0,,,False,000233.npy
False,,,0.0,,,False,000234.npy
False,,,0.0,,,False,000235.npy
False,,,0.0,,,False,000236.npy
False,,,0.0,,,False,000237.npy
False,,,0.0,,,False,000238.npy
False,,,0.0,,,False,000239.npy
False,,,0.0,,,False,000240.npy
False,,,0.0,,,False,000241.npy
False,,,0.0,,,False,000242.npy
False,,,0.0,,,False,000243.npy
False,,,0.0,,,False,000244.npy
False,,,0.0,,,False,000245.npy
False,,,0.0,,,False,000246.npy
False,,,0.0,,,False,000247.npy
False,,,0.0,,,False,000248.npy
False,,,0.0,,,False,000249.npy
False,,,0.0,,,False,000250.npy
False,,,0.0,,,False,000251.npy
False,,,0.0,,,False,000252.npy
False,,,0.0,,,False,000253.npy
False,,,0.0,,,False,000254.npy
False,,,0.0,,,False,000255.npy
False,,,0.0,,,False,000256.npy
False,,,0.0,,,False,000257.npy
False,,,0.0,,,False,000258.npy
False,,,0.0,,,False,000259.npy
False,,,0.0,,,False,000260.npy
False,,,0.0,,,False,000261.npy
False,,,0.0,,,False,000262.npy
False,,,0.0,,,False,000263.npy
False,,,0.0,,,False,000264.npy
False,,,0.0,,,False,000265.npy
False,,,0.0,,,False,000266.npy
False,,,0.0,,,False,000267.npy
False,,,0.0,,,False,000268.npy
False,,,0.0,,,False,000269.npy
False,,,0.0,,,False,000270.npy
False,,,0.0,,,False,000271.npy
False,,,0.0,,,False,000272.npy
False,,,0.0,,,False,000273.npy
False,,,0.0,,,False,000274.npy
False,,,0.0,,,False,000275.npy
False,,,0.0,,,False,000276.npy
False,,,0.0,,,False,000277.npy
False,,,0.0,,,False,000278.npy
False,,,0.0,,,False,000279.npy
False,,,0.0,,,False,000280.npy
False,,,0.0,,,False,000281.npy
False,,,0.0,,,False,000282.npy
False,,,0.0,,,False,000283.npy
False,,,0.0,,,False,000284.npy
False,,,0.0,,,False,000285.npy
False,,,0.0,,,False,000286.npy
False,,,0.0,,,False,000287.npy
False,,,0.0,,,False,000288.npy
False,,,0.0,,,False,000289.npy
False,,,0.0,,,False,000290.npy
False,,,0.0,,,False,000291.npy
False,,,0.0,,,False,000292.npy
False,,,0.0,,,False,000293.npy
False,,,0.0,,,False,000294.npy
False,,,0.0,,,False,000295.npy
False,,,0.0,,,False,000296.npy
False,,,0.0,,,False,000297.npy
False,,,0.0,,,False,000298.npy
False,,,0.0,,,False,000299.npy
False,,,0.0,,,False,000300.npy
False,,,0.0,,,False,000301.npy
False,,,0.0,,,False,000302.npy
False,,,0.0,,,False,000303.npy
False,,,0.0,,,False,000304.npy
False,,,0.0,,,False,000305.npy
False,,,0.0,,,False,000306.npy
False,,,0.0,,,False,000307.npy
False,,,0.0,,,False,000308.npy
False,,,0.0,,,False,000309.npy
False,,,0.0,,,False,000310.npy
False,,,0.0,,,False,000311.npy
False,,,0.0,,,False,000312.npy
False,,,0.0,,,False,000313.npy
False,,,0.0,,,False,000314.npy
False,,,0.0,,,False,000315.npy
False,,,0.0,,,False,000316.npy
False,,,0.0,,,False,000317.npy
False,,,0.0,,,False,000318.npy
False,,,0.0,,,False,000319.npy
False,,,0.0,,,False,000320.npy
False,,,0.0,,,False,000321.npy
False,,,0.0,,,False,000322.npy
False,,,0.0,,,False,000323.npy
False,,,0.0,,,False,000324.npy
False,,,0.0,,,False,000325.npy
False,,,0.0,,,False,000326.npy
False,,,0.0,,,False,000327.npy
False,,,0.0,,,False,000328.npy
False,,,0.0,,,False,000329.npy
False,,,0.0,,,False,000330.npy
False,,,0.0,,,False,000331.npy
False,,,0.0,,,False,000332.npy
False,,,0.0,,,False,000333.npy
False,,,0.0,,,False,000334.npy
False,,,0.0,,,False,000335.npy
False,,,0.0,,,False,000336.npy
False,,,0.0,,,False,000337.npy
False,,,0.0,,,False,000338.npy
False,,,0.0,,,False,000339.npy
False,,,0.0,,,False,000340.npy
False,,,0.0,,,False,000341.npy
False,,,0.0,,,False,000342.npy
False,,,0.0,,,False,000343.npy
False,,,0.0,,,False,000344.npy
False,,,0.0,,,False,000345.npy
False,,,0.0,,,False,000346.npy
False,,,0.0,,,False,000347.npy
False,,,0.0,,,False,000348.npy
False,,,0.0,,,False,000349.npy
False,,,0.0,,,False,000350.npy
False,,,0.0,,,False,000351.npy
False,,,0.0,,,False,000352.npy
False,,,0.0,,,False,000353.npy
False,,,0.0,,,False,000354.npy
False,,,0.0,,,False,000355.npy
False,,,0.0,,,False,000356.npy
False,,,0.0,,,False,000357.npy
False,,,0.0,,,False,000358.npy
False,,,0.0,,,False,000359.npy
False,,,0.0,,,False,000360.npy
False,,,0.0,,,False,000361.npy
False,,,0.0,,,False,000362.npy
False,,,0.0,,,False,000363.npy
False,,,0.0,,,False,000364.npy
False,,,0.0,,,False,000365.npy
False,,,0.0,,,False,000366.npy
False,,,0.0,,,False,000367.npy
False,,,0.0,,,False,000368.npy
False,,,0.0,,,False,000369.npy
False,,,0.0,,,False,000370.npy
False,,,0.0,,,False,000371.npy
False,,,0.0,,,False,000372.npy
False,,,0.0,,,False,000373.npy
False,,,0.0,,,False,000374.npy
False,,,0.0,,,False,000375.npy
False,,,0.0,,,False,000376.npy
False,,,0.0,,,False,000377.npy
False,,,0.0,,,False,000378.npy
False,,,0.0,,,False,000379.npy
False,,,0.0,,,False,000380.npy
False,,,0.0,,,False,000381.npy
False,,,0.0,,,False,000382.npy
False,,,0.0,,,False,000383.npy
False,,,0.0,,,False,000384.npy
False,,,0.0,,,False,000385.npy
False,,,0.0,,,False,000386.npy
False,,,0.0,,,False,000387.npy
False,,,0.0,,,False,000388.npy
False,,,0.0,,,False,000389.npy
False,,,0.0,,,False,000390.npy
False,,,0.0,,,False,000391.npy
False,,,0.0,,,False,000392.npy
False,,,0.0,,,False,000393.npy
False,,,0.0,,,False,000394.npy
False,,,0.0,,,False,000395.npy
False,,,0.0,,,False,000396.npy
False,,,0.0,,,False,000397.npy
False,,,0.0,,,False,000398.npy
False,,,0.0,,,False,000399.npy
False,,,0.0,,,False,000400.npy
False,,,0.0,,,False,000401.npy
False,,,0.0,,,False,000402.npy
False,,,0.0,,,False,000403.npy
False,,,0.0,,,False,000404.npy
False,,,0.0,,,False,000405.npy
False,,,0.0,,,False,000406.npy
False,,,0.0,,,False,000407.npy
False,,,0.0,,,False,000408.npy
False,,,0.0,,,False,000409.npy
False,,,0.0,,,False,000410.npy
False,,,0.0,,,False,000411.npy
False,,,0.0,,,False,000412.npy
False,,,0.0,,,False,000413.npy
False,,,0.0,,,False,000414.npy
False,,,0.0,,,False,000415.npy
False,,,0.0,,,False,000416.npy
False,,,0.0,,,False,000417.npy
False,,,0.0,,,False,000418.npy
False,,,0.0,,,False,000419.npy
False,,,0.0,,,False,000420.npy
False,,,0.0,,,False,000421.npy
False,,,0.0,,,False,000422.npy
False,,,0.0,,,False,000423.npy
False,,,0.0,,,False,000424.npy
False,,,0.0,,,False,000425.npy
False,,,0.0,,,False,000426.npy
False,,,0.0,,,False,000427.npy
False,,,0.0,,,False,000428.npy
False,,,0.0,,,False,000429.npy
False,,,0.0,,,False,000430.npy
False,,,0.0,,,False,000431.npy
False,,,0.0,,,False,000432.npy
False,,,0.0,,,False,000433.npy
False,,,0.0,,,False,000434.npy
False,,,0.0,,,False,000435.npy
False,,,0.0,,,False,000436.npy
False,,,0.0,,,False,000437.npy
False,,,0.0,,,False,000438.npy
False,,,0.0,,,False,000439.npy
False,,,0.0,,,False,000440.npy
False,,,0.0,,,False,000441.npy
False,,,0.0,,,False,000442.npy
False,,,0.0,,,False,000443.npy
False,,,0.0,,,False,000444.npy
False,,,0.0,,,False,000445.npy
False,,,0.0,,,False,000446.npy
False,,,0.0,,,False,000447.npy
False,,,0.0,,,False,000448.npy
False,,,0.0,,,False,000449.npy
False,,,0.0,,,False,000450.npy
False,,,0.0,,,False,000451.npy
False,,,0.0,,,False,000452.npy
False,,,0.0,,,False,000453.npy
False,,,0.0,,,False,000454.npy
False,,,0.0,,,False,000455.npy
False,,,0.0,,,False,000456.npy
False,,,0.0,,,False,000457.npy
False,,,0.0,,,False,000458.npy
False,,,0.0,,,False,000459.npy
False,,,0.0,,,False,000460.npy
False,,,0.0,,,False,000461.npy
False,,,0.0,,,False,000462.npy
False,,,0.0,,,False,000463.npy
False,,,0.0,,,False,000464.npy
False,,,0.0,,,False,000465.npy
False,,,0.0,,,False,000466.npy
False,,,0.0,,,False,000467.npy
False,,,0.0,,,False,000468.npy
False,,,0.0,,,False,000469.npy
False,,,0.0,,,False,000470.npy
False,,,0.0,,,False,000471.npy
False,,,0.0,,,False,000472.npy
False,,,0.0,,,False,000473.npy
False,,,0.0,,,False,000474.npy
False,,,0.0,,,False,000475.npy
False,,,0.0,,,False,000476.npy
False,,,0.0,,,False,000477.npy
False,,,0.0,,,False,000478.npy
False,,,0.0,,,False,000479.npy
False,,,0.0,,,False,000480.npy
False,,,0.0,,,False,000481.npy
False,,,0.0,,,False,000482.npy
False,,,0.0,,,False,000483.npy
False,,,0.0,,,False,000484.npy
False,,,0.0,,,False,000485.npy
False,,,0.0,,,False,000486.npy
False,,,0.0,,,False,000487.npy
False,,,0.0,,,False,000488.npy
False,,,0.0,,,False,000489.npy
False,,,0.0,,,False,000490.npy
False,,,0.0,,,False,000491.npy
False,,,0.0,,,False,000492.npy
False,,,0.0,,,False,000493.npy
False,,,0.0,,,False,000494.npy
False,,,0.0,,,False,000495.npy
False,,,0.0,,,False,000496.npy
False,,,0.0,,,False,000497.npy
False,,,0.0,,,False,000498.npy
False,,,0.0,,,False,000499.npy
False,,,0.0,,,False,000500.npy
False,,,0.0,,,False,000501.npy
False,,,0.0,,,False,000502.npy
False,,,0.0,,,False,000503.npy
False,,,0.0,,,False,000504.npy
False,,,0.0,,,False,000505.npy
False,,,0.0,,,False,000506.npy
False,,,0.0,,,False,000507.npy
False,,,0.0,,,False,000508.npy
False,,,0.0,,,False,000509.npy
False,,,0.0,,,False,000510.npy
False,,,0.0,,,False,000511.npy
False,,,0.0,,,False,000512.npy
False,,,0.0,,,False,000513.npy
False,,,0.0,,,False,000514.npy
False,,,0.0,,,False,000515.npy
False,,,0.0,,,False,000516.npy
False,,,0.0,,,False,000517.npy
False,,,0.0,,,False,000518.npy
False,,,0.0,,,False,000519.npy
False,,,0.0,,,False,000520.npy
False,,,0.0,,,False,000521.npy
False,,,0.0,,,False,000522.npy
False,,,0.0,,,False,000523.npy
False,,,0.0,,,False,000524.npy
False,,,0.0,,,False,000525.npy
False,,,0.0,,,False,000526.npy
False,,,0.0,,,False,000527.npy
False,,,0.0,,,False,000528.npy
False,,,0.0,,,False,000529.npy
False,,,0.0,,,False,000530.npy
False,,,0.0,,,False,000531.npy
False,,,0.0,,,False,000532.npy
False,,,0.0,,,False,000533.npy
False,,,0.0,,,False,000534.npy
False,,,0.0,,,False,000535.npy
False,,,0.0,,,False,000536.npy
False,,,0.0,,,False,000537.npy
False,,,0.0,,,False,000538.npy
False,,,0.0,,,False,000539.npy
False,,,0.0,,,False,000540.npy
False,,,0.0,,,False,000541.npy
False,,,0.0,,,False,000542.npy
False,,,0.0,,,False,000543.npy
False,,,0.0,,,False,000544.npy
False,,,0.0,,,False,000545.npy
False,,,0.0,,,False,000546.npy
False,,,0.0,,,False,000547.npy
False,,,0.0,,,False,000548.npy
False,,,0.0,,,False,000549.npy
False,,,0.0,,,False,000550.npy
False,,,0.0,,,False,000551.npy
False,,,0.0,,,False,000552.npy
False,,,0.0,,,False,000553.npy
False,,,0.0,,,False,000554.npy
False,,,0.0,,,False,000555.npy
False,,,0.0,,,False,000556.npy
False,,,0.0,,,False,000557.npy
False,,,0.0,,,False,000558.npy
False,,,0.0,,,False,000559.npy
False,,,0.0,,,False,000560.npy
False,,,0.0,,,False,000561.npy
False,,,0.0,,,False,000562.npy
False,,,0.0,,,False,000563.npy
False,,,0.0,,,False,000564.npy
False,,,0.0,,,False,000565.npy
False,,,0.0,,,False,000566.npy
False,,,0.0,,,False,000567.npy
False,,,0.0,,,False,000568.npy
False,,,0.0,,,False,000569.npy
False,,,0.0,,,False,000570.npy
False,,,0.0,,,False,000571.npy
False,,,0.0,,,False,000572.npy
False,,,0.0,,,False,000573.npy
False,,,0.0,,,False,000574.npy
False,,,0.0,,,False,000575.npy
False,,,0.0,,,False,000576.npy
False,,,0.0,,,False,000577.npy
False,,,0.0,,,False,000578.npy
False,,,0.0,,,False,000579.npy
False,,,0.0,,,False,000580.npy
False,,,0.0,,,False,000581.npy
False,,,0.0,,,False,000582.npy
False,,,0.0,,,False,000583.npy
False,,,0.0,,,False,000584.npy
False,,,0.0,,,False,000585.npy
False,,,0.0,,,False,000586.npy
False,,,0.0,,,False,000587.npy
False,,,0.0,,,False,000588.npy
False,,,0.0,,,False,000589.npy
False,,,0.0,,,False,000590.npy
False,,,0.0,,,False,000591.npy
False,,,0.0,,,False,000592.npy
False,,,0.0,,,False,000593.npy
False,,,0.0,,,False,000594.npy
False,,,0.0,,,False,000595.npy
False,,,0.0,,,False,000596.npy
False,,,0.0,,,False,000597.npy
False,,,0.0,,,False,000598.npy
False,,,0.0,,,False,000599.npy
False,,,0.0,,,False,000600.npy
False,,,0.0,,,False,000601.npy
False,,,0.0,,,False,000602.npy
False,,,0.0,,,False,000603.npy
False,,,0.0,,,False,000604.npy
False,,,0.0,,,False,000605.npy
False,,,0.0,,,False,000606.npy
False,,,0.0,,,False,000607.npy
False,,,0.0,,,False,000608.npy
False,,,0.0,,,False,000609.npy
False,,,0.0,,,False,000610.npy
False,,,0.0,,,False,000611.npy
False,,,0.0,,,False,000612.npy
False,,,0.0,,,False,000613.npy
False,,,0.0,,,False,000614.npy
False,,,0.0,,,False,000615.npy
False,,,0.0,,,False,000616.npy
False,,,0.0,,,False,000617.npy
False,,,0.0,,,False,000618.npy
False,,,0.0,,,False,000619.npy
False,,,0.0,,,False,000620.npy
False,,,0.0,,,False,000621.npy
False,,,0.0,,,False,000622.npy
False,,,0.0,,,False,000623.npy
False,,,0.0,,,False,000624.npy
False,,,0.0,,,False,000625.npy
False,,,0.0,,,False,000626.npy
False,,,0.0,,,False,000627.npy
False,,,0.0,,,False,000628.npy
False,,,0.0,,,False,000629.npy
False,,,0.0,,,False,000630.npy
False,,,0.0,,,False,000631.npy
False,,,0.0,,,False,000632.npy
False,,,0.0,,,False,000633.npy
False,,,0.0,,,False,000634.npy
False,,,0.0,,,False,000635.npy
False,,,0.0,,,False,000636.npy
False,,,0.0,,,False,000637.npy
False,,,0.0,,,False,000638.npy
False,,,0.0,,,False,000639.npy
False,,,0.0,,,False,000640.npy
False,,,0.0,,,False,000641.npy
False,,,0.0,,,False,000642.npy
False,,,0.0,,,False,000643.npy
False,,,0.0,,,False,000644.npy
False,,,0.0,,,False,000645.npy
False,,,0.0,,,False,000646.npy
False,,,0.0,,,False,000647.npy
False,,,0.0,,,False,000648.npy
False,,,0.0,,,False,000649.npy
False,,,0.0,,,False,000650.npy
False,,,0.0,,,False,000651.npy
False,,,0.0,,,False,000652.npy
False,,,0.0,,,False,000653.npy
False,,,0.0,,,False,000654.npy
False,,,0.0,,,False,000655.npy
False,,,0.0,,,False,000656.npy
False,,,0.0,,,False,000657.npy
False,,,0.0,,,False,000658.npy
False,,,0.0,,,False,000659.npy
False,,,0.0,,,False,000660.npy
False,,,0.0,,,False,000661.npy
False,,,0.0,,,False,000662.npy
False,,,0.0,,,False,000663.npy
False,,,0.0,,,False,000664.npy
False,,,0.0,,,False,000665.npy
False,,,0.0,,,False,000666.npy
False,,,0.0,,,False,000667.npy
False,,,0.0,,,False,000668.npy
False,,,0.0,,,False,000669.npy
False,,,0.0,,,False,000670.npy
False,,,0.0,,,False,000671.npy
False,,,0.0,,,False,000672.npy
False,,,0.0,,,False,000673.npy
False,,,0.0,,,False,000674.npy
False,,,0.0,,,False,000675.npy
False,,,0.0,,,False,000676.npy
False,,,0.0,,,False,000677.npy
False,,,0.0,,,False,000678.npy
False,,,0.0,,,False,000679.npy
False,,,0.0,,,False,000680.npy
False,,,0.0,,,False,000681.npy
False,,,0.0,,,False,000682.npy
False,,,0.0,,,False,000683.npy
False,,,0.0,,,False,000684.npy
False,,,0.0,,,False,000685.npy
False,,,0.0,,,False,000686.npy
False,,,0.0,,,False,000687.npy
False,,,0.0,,,False,000688.npy
False,,,0.0,,,False,000689.npy
False,,,0.0,,,False,000690.npy
False,,,0.0,,,False,000691.npy
False,,,0.0,,,False,000692.npy
False,,,0.0,,,False,000693.npy
False,,,0.0,,,False,000694.npy
False,,,0.0,,,False,000695.npy
False,,,0.0,,,False,000696.npy
False,,,0.0,,,False,000697.npy
False,,,0.0,,,False,000698.npy
False,,,0.0,,,False,000699.npy
False,,,0.0,,,False,000700.npy
False,,,0.0,,,False,000701.npy
False,,,0.0,,,False,000702.npy
False,,,0.0,,,False,000703.npy
False,,,0.0,,,False,000704.npy
False,,,0.0,,,False,000705.npy
False,,,0.0,,,False,000706.npy
False,,,0.0,,,False,000707.npy
False,,,0.0,,,False,000708.npy
False,,,0.0,,,False,000709.npy
False,,,0.0,,,False,000710.npy
False,,,0.0,,,False,000711.npy
False,,,0.0,,,False,000712.npy
False,,,0.0,,,False,000713.npy
False,,,0.0,,,False,000714.npy
False,,,0.0,,,False,000715.npy
False,,,0.0,,,False,000716.npy
False,,,0.0,,,False,000717.npy
False,,,0.0,,,False,000718.npy
False,,,0.0,,,False,000719.npy
False,,,0.0,,,False,000720.npy
False,,,0.0,,,False,000721.npy
False,,,0.0,,,False,000722.npy
False,,,0.0,,,False,000723.npy
False,,,0.0,,,False,000724.npy
False,,,0.0,,,False,000725.npy
False,,,0.0,,,False,000726.npy
False,,,0.0,,,False,000727.npy
False,,,0.0,,,False,000728.npy
False,,,0.0,,,False,000729.npy
False,,,0.0,,,False,000730.npy
False,,,0.0,,,False,000731.npy
False,,,0.0,,,False,000732.npy
False,,,0.0,,,False,000733.npy
False,,,0.0,,,False,000734.npy
False,,,0.0,,,False,000735.npy
False,,,0.0,,,False,000736.npy
False,,,0.0,,,False,000737.npy
False,,,0.0,,,False,000738.npy
False,,,0.0,,,False,000739.npy
False,,,0.0,,,False,000740.npy
False,,,0.0,,,False,000741.npy
False,,,0.0,,,False,000742.npy
False,,,0.0,,,False,000743.npy
False,,,0.0,,,False,000744.npy
False,,,0.0,,,False,000745.npy
False,,,0.0,,,False,000746.npy
False,,,0.0,,,False,000747.npy
False,,,0.0,,,False,000748.npy
False,,,0.0,,,False,000749.npy
False,,,0.0,,,False,000750.npy
False,,,0.0,,,False,000751.npy
False,,,0.0,,,False,000752.npy
False,,,0.0,,,False,000753.npy
False,,,0.0,,,False,000754.npy
False,,,0.0,,,False,000755.npy
False,,,0.0,,,False,000756.npy
False,,,0.0,,,False,000757.npy
False,,,0.0,,,False,000758.npy
False,,,0.0,,,False,000759.npy
False,,,0.0,,,False,000760.npy
False,,,0.0,,,False,000761.npy
False,,,0.0,,,False,000762.npy
False,,,0.0,,,False,000763.npy
False,,,0.0,,,False,000764.npy
False,,,0.0,,,False,000765.npy
False,,,0.0,,,False,000766.npy
False,,,0.0,,,False,000767.npy
False,,,0.0,,,False,000768.npy
False,,,0.0,,,False,000769.npy
False,,,0.0,,,False,000770.npy
